accession	E_or_T	total_intensity	more_info	layout	Stress	Normal	significant_difference	piechart_graphics	
15825.01_Da_E886 P04456_2full142_1G_P14_1T Ox; Ox	experimental	345655350.78	Accession = E886; Aggregated Mass = 15825.0108212299; Aggregated Retention Time = 52.9561014852977; Total Intensity = 345655350.78; Aggregated Component Count = 7; ; Lysine Count = 22; Abundant Component for Manual Validation of Identification: File: 09-09-15_5-stress_rep1_2-70-2-10; Scan Range: 349-351; Charge State m/z (+19): 833.744046353468; RT (min): 52.72053; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 362-364; Charge State m/z (+20): 792.30043; RT (min): 50.0552525\n\nQuantitation Results:Q-Value = 0.3232893910860012554927809167; Log2FC = -2.49719065344261; Significant = True; Stress Quantitative Component Count = 12; Normal Quantitative Component Count = 56; Abundant Component for Manual Validation of Quantification: File: 10-15-15_C_fract6_rep1_2-70-2-10; Scan Range: 361-363; Charge State m/z (+19): 834.051648081598; RT (min): 49.6516008333333	246	52010710.52	293920866.667575	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
15831.83_Da_E95	experimental_below_quantification_threshold	20	Accession = E95; Aggregated Mass = 15831.8290760762; Aggregated Retention Time = 51.923708550021; Total Intensity = 20; Aggregated Component Count = 18; ; Lysine Count = 15; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 373-375; Charge State m/z (+19): 834.15582; RT (min): 52.3421958333333; Abundant Component for Manual Validation of Identification Validation: File: 10-26-15_S_fract6_rep2_2-70-2-10; Scan Range: 409-411; Charge State m/z (+20): 792.55176; RT (min): 56.2481366666667	247				
15846.82_Da_E444	experimental	199303040.5	Accession = E444; Aggregated Mass = 15846.8238192184; Aggregated Retention Time = 51.9220329665546; Total Intensity = 199303040.5; Aggregated Component Count = 7; ; Lysine Count = 16; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_8_rep2_2-70-2-10; Scan Range: 363-365; Charge State m/z (+22): 721.22586; RT (min): 51.8607941666667; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 369-371; Charge State m/z (+20): 793.29881; RT (min): 51.8105716666667\n\nQuantitation Results:Q-Value = 0.2898989898989898989898989896; Log2FC = -1.48799164835204; Significant = True; Stress Quantitative Component Count = 17; Normal Quantitative Component Count = 30; Abundant Component for Manual Validation of Quantification: File: 10-15-15_C_fract6_rep1_2-70-2-10; Scan Range: 353-355; Charge State m/z (+20): 793.37633; RT (min): 48.5859641666667	248	52379492.65	146923547.85	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
15891.09_Da_E498 P04456_2full142_1G_P1_1T Acetone Artifact	experimental_below_quantification_threshold	20	Accession = E498; Aggregated Mass = 15891.0907970572; Aggregated Retention Time = 51.4191830147788; Total Intensity = 20; Aggregated Component Count = 8; ; Lysine Count = 22; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 356-358; Charge State m/z (+18): 883.67812; RT (min): 48.8712675; Abundant Component for Manual Validation of Identification Validation: File: 11-02-15_NS_fract8_rep2_2-70-2-10; Scan Range: 384-386; Charge State m/z (+19): 837.22361; RT (min): 53.9873425	249				
15914.87_Da_E263	experimental	78855268.4432461	Accession = E263; Aggregated Mass = 15914.8684544342; Aggregated Retention Time = 51.6964805247503; Total Intensity = 78855268.4432461; Aggregated Component Count = 16; ; Lysine Count = 13; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 373-375; Charge State m/z (+19): 838.52392; RT (min): 52.3421958333333; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 374-376; Charge State m/z (+19): 838.52439; RT (min): 52.4749783333333\n\nQuantitation Results:Q-Value = 0.3107344632768361581920903955; Log2FC = -1.63673006505474; Significant = True; Stress Quantitative Component Count = 10; Normal Quantitative Component Count = 21; Abundant Component for Manual Validation of Quantification: File: 10-15-15_B_fract5_rep1_2-70-2-10; Scan Range: 386-388; Charge State m/z (+20): 796.77362; RT (min): 53.124905	250	20263701.6513979	59667214.88	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
16219.18_Da_E90 P0CX30_2full145_2G_P1_1T Ox; Ox	experimental	1780979612.73	Accession = E90; Aggregated Mass = 16219.1848738774; Aggregated Retention Time = 49.3865462055023; Total Intensity = 1780979612.73; Aggregated Component Count = 57; ; Lysine Count = 22; Abundant Component for Manual Validation of Identification: File: 11-02-15_NS_fract8_rep2_2-70-2-10; Scan Range: 349-351; Charge State m/z (+22): 738.10637; RT (min): 49.325065; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract7_rep1_2-70-2-10; Scan Range: 348-350; Charge State m/z (+22): 738.10633190226; RT (min): 48.0689983333333\n\nQuantitation Results:Q-Value = 0.3298984468339307048984468341; Log2FC = -2.21827566205915; Significant = True; Stress Quantitative Component Count = 28; Normal Quantitative Component Count = 110; Abundant Component for Manual Validation of Quantification: File: 10-15-15_C_fract6_rep1_2-70-2-10; Scan Range: 345-347; Charge State m/z (+22): 738.23317; RT (min): 47.5203125	251	315029771.3	1465949841.43	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
20476.17_Da_E454	experimental	143614496.01	Accession = E454; Aggregated Mass = 20476.165431155; Aggregated Retention Time = 51.3317911701055; Total Intensity = 143614496.01; Aggregated Component Count = 3; ; Lysine Count = 17; Abundant Component for Manual Validation of Identification: File: 09-12-15_8-stress_rep1_2-70-2-10; Scan Range: 335-337; Charge State m/z (+25): 819.97396; RT (min): 51.3267375; Abundant Component for Manual Validation of Identification Validation: File: 09-12-15_8-stress_rep1_2-70-2-10; Scan Range: 335-337; Charge State m/z (+25): 819.97396; RT (min): 51.3267375\n\nQuantitation Results:Q-Value = 0.8525612305854241338112305854; Log2FC = -0.713542931983226; Significant = True; Stress Quantitative Component Count = 14; Normal Quantitative Component Count = 28; Abundant Component for Manual Validation of Quantification: File: 10-20-15_A_fract9_rep1_2-70-2-10; Scan Range: 358-360; Charge State m/z (+26): 788.474073879597; RT (min): 49.2714725	252	54614766.0794394	89211484.54	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
20542.25_Da_E386	experimental	920636909.619515	Accession = E386; Aggregated Mass = 20542.2517985053; Aggregated Retention Time = 52.6249125; Total Intensity = 920636909.619515; Aggregated Component Count = 1; ; Lysine Count = 20; Abundant Component for Manual Validation of Identification: File: 10-30-15_S_fract10_rep1_2-70-2-10-50; Scan Range: 385-387; Charge State m/z (+27): 761.72005; RT (min): 52.6249125; Abundant Component for Manual Validation of Identification Validation: File: 10-30-15_S_fract10_rep2_2-70-2-10-50; Scan Range: 385-387; Charge State m/z (+26): 790.97837; RT (min): 52.5014133333333\n\nQuantitation Results:Q-Value = 0.7271906052393857271906052395; Log2FC = -1.42321585309864; Significant = True; Stress Quantitative Component Count = 47; Normal Quantitative Component Count = 2; Abundant Component for Manual Validation of Quantification: File: 10-20-15_A_fract9_rep1_2-70-2-10; Scan Range: 365-367; Charge State m/z (+28): 734.551865287587; RT (min): 50.2040533333333	253	250665636.284138	673891942.815887	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
20724.79_Da_E1071	experimental	45671952.93	Accession = E1071; Aggregated Mass = 20724.7893209492; Aggregated Retention Time = 71.232770679001; Total Intensity = 45671952.93; Aggregated Component Count = 8; ; Lysine Count = 8; Abundant Component for Manual Validation of Identification: File: 11-02-15_NS_fract9_rep2_2-70-2-10; Scan Range: 523-525; Charge State m/z (+19): 1091.73265; RT (min): 70.8485758333333; Abundant Component for Manual Validation of Identification Validation: File: 10-30-15_S_fract10_rep2_2-70-2-10-50; Scan Range: 529-531; Charge State m/z (+18): 1152.32839530909; RT (min): 71.6842616666667\n\nQuantitation Results:Q-Value = 0.6664076664076664076664076666; Log2FC = -1.13325964635954; Significant = True; Stress Quantitative Component Count = 13; Normal Quantitative Component Count = 27; Abundant Component for Manual Validation of Quantification: File: 10-20-15_A_fract9_rep1_2-70-2-10; Scan Range: 498-500; Charge State m/z (+20): 1037.19754; RT (min): 67.9220658333333	254	14495960.6457791	31370587.46	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
20739.77_Da_E1019	experimental_below_quantification_threshold	20	Accession = E1019; Aggregated Mass = 20739.7709167752; Aggregated Retention Time = 70.3812675; Total Intensity = 20; Aggregated Component Count = 1; ; Lysine Count = 8; Abundant Component for Manual Validation of Identification: File: 09-12-15_8-stress_rep1_2-70-2-10; Scan Range: 478-480; Charge State m/z (+19): 1092.52141; RT (min): 70.3812675; Abundant Component for Manual Validation of Identification Validation: File: 09-12-15_8-stress_rep1_2-70-2-10; Scan Range: 478-480; Charge State m/z (+19): 1092.52141; RT (min): 70.3812675	255				
21671.46_Da_E99	experimental	2161911208.24	Accession = E99; Aggregated Mass = 21671.4607204655; Aggregated Retention Time = 69.492143398905; Total Intensity = 2161911208.24; Aggregated Component Count = 23; ; Lysine Count = 13; Abundant Component for Manual Validation of Identification: File: 09-12-15_8-stress_rep1_2-70-2-10; Scan Range: 470-472; Charge State m/z (+20): 1084.48081; RT (min): 69.315245; Abundant Component for Manual Validation of Identification Validation: File: 10-30-15_S_fract10_rep1_2-70-2-10-50; Scan Range: 513-515; Charge State m/z (+21): 1032.83760572657; RT (min): 69.6762808333333\n\nQuantitation Results:Q-Value = 0.2811996779388083735909822865; Log2FC = -2.86711883728715; Significant = True; Stress Quantitative Component Count = 52; Normal Quantitative Component Count = 100; Abundant Component for Manual Validation of Quantification: File: 10-19-15_C_fract10_rep1_2-70-2-10-50; Scan Range: 484-486; Charge State m/z (+22): 986.123835278091; RT (min): 66.1213391666667	256	260594736.46	1901316471.78	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
21687.45_Da_E880	experimental	20828421.3463456	Accession = E880; Aggregated Mass = 21687.4532023584; Aggregated Retention Time = 69.0447979469462; Total Intensity = 20828421.3463456; Aggregated Component Count = 2; ; Lysine Count = 13; Abundant Component for Manual Validation of Identification: File: 09-12-15_8-stress_rep1_2-70-2-10; Scan Range: 467-469; Charge State m/z (+20): 1085.27943; RT (min): 68.9154208333333; Abundant Component for Manual Validation of Identification Validation: File: 09-12-15_8-stress_rep1_2-70-2-10; Scan Range: 469-471; Charge State m/z (+20): 1085.28009; RT (min): 69.1818941666667\n\nQuantitation Results:Q-Value = 0.3944444444444444444444444442; Log2FC = -2.59922862300962; Significant = True; Stress Quantitative Component Count = 3; Normal Quantitative Component Count = 15; Abundant Component for Manual Validation of Quantification: File: 10-17-15_B_fract9_rep2_2-70-2-10; Scan Range: 499-501; Charge State m/z (+23): 944.00588; RT (min): 68.1853333333333	257	5401638.18108426	18261343.6887019	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
21692.21_Da_E180	experimental	1150854628.19	Accession = E180; Aggregated Mass = 21692.2113754115; Aggregated Retention Time = 58.9040104411335; Total Intensity = 1150854628.19; Aggregated Component Count = 9; ; Lysine Count = 21; Abundant Component for Manual Validation of Identification: File: 10-30-15_S_fract10_rep2_2-70-2-10-50; Scan Range: 433-435; Charge State m/z (+25): 868.575369492206; RT (min): 58.8955391666667; Abundant Component for Manual Validation of Identification Validation: File: 10-30-15_S_fract10_rep1_2-70-2-10-50; Scan Range: 431-433; Charge State m/z (+22): 986.879965845642; RT (min): 58.7526625\n\nQuantitation Results:Q-Value = 0.4646636432350718065003779288; Log2FC = -1.42312788266828; Significant = True; Stress Quantitative Component Count = 8; Normal Quantitative Component Count = 36; Abundant Component for Manual Validation of Quantification: File: 10-19-15_B_fract10_rep2_2-70-2-10-50; Scan Range: 403-405; Charge State m/z (+23): 944.13474451225; RT (min): 55.3282033333333	258	312969055.789829	838516268.110057	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
21772.95_Da_E307 P05738_2full191_1G_P1_1T Retained Met	experimental	1338165993.8	Accession = E307; Aggregated Mass = 21772.9455352525; Aggregated Retention Time = 55.9807203420201; Total Intensity = 1338165993.8; Aggregated Component Count = 10; ; Lysine Count = 20; Abundant Component for Manual Validation of Identification: File: 11-02-15_S_fract11_rep2_2-70-2-10-50; Scan Range: 416-418; Charge State m/z (+27): 807.301503312383; RT (min): 56.1113433333333; Abundant Component for Manual Validation of Identification Validation: File: 11-02-15_S_fract11_rep2_2-70-2-10-50; Scan Range: 417-419; Charge State m/z (+26): 838.312611994149; RT (min): 56.2446666666667\n\nQuantitation Results:Q-Value = 0.2781339031339031339031339034; Log2FC = -1.7795765679598; Significant = True; Stress Quantitative Component Count = 26; Normal Quantitative Component Count = 44; Abundant Component for Manual Validation of Quantification: File: 10-19-15_C_fract10_rep1_2-70-2-10-50; Scan Range: 391-393; Charge State m/z (+26): 838.417546497891; RT (min): 53.7332483333333	259	301847359.37	1036318634.43	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
22302.74_Da_E1156	experimental	2607369372.95	Accession = E1156; Aggregated Mass = 22302.7421072386; Aggregated Retention Time = 54.2330225; Total Intensity = 2607369372.95; Aggregated Component Count = 1; ; Lysine Count = 12; Abundant Component for Manual Validation of Identification: File: 10-30-15_S_fract10_rep2_2-70-2-10-50; Scan Range: 398-400; Charge State m/z (+32): 697.90532; RT (min): 54.2330225; Abundant Component for Manual Validation of Identification Validation: File: 10-30-15_S_fract10_rep1_2-70-2-10-50; Scan Range: 398-400; Charge State m/z (+25): 893.15449504598; RT (min): 54.3567575\n\nQuantitation Results:Q-Value = 0.2914141414141414141414141411; Log2FC = 0.661454386743079; Significant = True; Stress Quantitative Component Count = 78; Normal Quantitative Component Count = 35; Abundant Component for Manual Validation of Quantification: File: 10-19-15_B_fract10_rep1_2-70-2-10-50; Scan Range: 382-384; Charge State m/z (+28): 797.64644; RT (min): 52.3397666666667	260	1597417289.42	1009952083.53	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
22539.64_Da_E236	experimental	4770800999.22	Accession = E236; Aggregated Mass = 22539.6382294058; Aggregated Retention Time = 50.928928806896; Total Intensity = 4770800999.22; Aggregated Component Count = 17; ; Lysine Count = 19; Abundant Component for Manual Validation of Identification: File: 10-30-15_S_fract10_rep2_2-70-2-10-50; Scan Range: 371-373; Charge State m/z (+30): 752.22763886293; RT (min): 50.6364308333333; Abundant Component for Manual Validation of Identification Validation: File: 10-27-15_S_fract9_rep1_2-70-2-10; Scan Range: 371-373; Charge State m/z (+29): 778.13327; RT (min): 51.0320225\n\nQuantitation Results:Q-Value = 0.2682407407407407407407407407; Log2FC = -1.11878597771817; Significant = True; Stress Quantitative Component Count = 53; Normal Quantitative Component Count = 81; Abundant Component for Manual Validation of Quantification: File: 10-19-15_B_fract10_rep1_2-70-2-10-50; Scan Range: 358-360; Charge State m/z (+31): 728.082851071736; RT (min): 49.1428666666667	261	1504205616.26	3266595382.96	True	piechart: attributelist = "Normal,Stress" colorlist = "#00C0F3,#FFF56D" labellist = ","
