accession	E_or_T	total_intensity	more_info	layout	
17399.54_Da_E230	experimental	402403601.18	Accession = E230; Aggregated Mass = 17399.5379265518; Aggregated Retention Time = 66.7331809492134; Total Intensity = 402403601.18; Aggregated Component Count = 31; ; Lysine Count = 12; Abundant Component for Manual Validation of Identification: File: 11-02-15_NS_fract8_rep2_2-70-2-10; Scan Range: 480-482; Charge State m/z (+17): 1024.39147; RT (min): 66.777675; Abundant Component for Manual Validation of Identification Validation: File: 11-02-15_NS_fract8_rep2_2-70-2-10; Scan Range: 479-481; Charge State m/z (+17): 1024.39132; RT (min): 66.6445408333333	2163
17402.11_Da_E478	experimental	90897347.53	Accession = E478; Aggregated Mass = 17402.1136918823; Aggregated Retention Time = 68.2477062289835; Total Intensity = 90897347.53; Aggregated Component Count = 16; ; Lysine Count = 11; Abundant Component for Manual Validation of Identification: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 494-496; Charge State m/z (+16): 1088.57649; RT (min): 67.5242; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep1_2-70-2-10; Scan Range: 492-494; Charge State m/z (+17): 1024.74274; RT (min): 67.6622675	2164
17415.53_Da_E492 P23301_2full157_1G_P24_1T Phospho; Methyl; Retained Met	experimental	130888619.17	Accession = E492; Aggregated Mass = 17415.5289448859; Aggregated Retention Time = 66.6697432211944; Total Intensity = 130888619.17; Aggregated Component Count = 28; ; Lysine Count = 13; Abundant Component for Manual Validation of Identification: File: 11-02-15_NS_fract8_rep2_2-70-2-10; Scan Range: 479-481; Charge State m/z (+17): 1025.33258; RT (min): 66.6445408333333; Abundant Component for Manual Validation of Identification Validation: File: 11-02-15_NS_fract8_rep2_2-70-2-10; Scan Range: 479-481; Charge State m/z (+17): 1025.33258; RT (min): 66.6445408333333	2165
17431.48_Da_E1359	experimental	1517946.37	Accession = E1359; Aggregated Mass = 17431.4788999591; Aggregated Retention Time = 66.7839775; Total Intensity = 1517946.37; Aggregated Component Count = 1; ; Lysine Count = 14; Abundant Component for Manual Validation of Identification: File: 10-30-15_S_fract9_rep1_2-70-2-10; Scan Range: 491-493; Charge State m/z (+16): 1090.34942; RT (min): 66.7839775; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_7_rep2_2-70-2-10; Scan Range: 495-497; Charge State m/z (+15): 1163.29755; RT (min): 70.4307008333333	2166
17431.56_Da_E1196	experimental	6632269.48	Accession = E1196; Aggregated Mass = 17431.5621538842; Aggregated Retention Time = 67.189814616931; Total Intensity = 6632269.48; Aggregated Component Count = 5; ; Lysine Count = 11; Abundant Component for Manual Validation of Identification: File: 10-30-15_S_fract9_rep2_2-70-2-10; Scan Range: 496-498; Charge State m/z (+18): 969.37264; RT (min): 67.52836; Abundant Component for Manual Validation of Identification Validation: File: 10-30-15_S_fract9_rep1_2-70-2-10; Scan Range: 492-494; Charge State m/z (+17): 1026.27429; RT (min): 66.9173508333333	2167
17444.84_Da_E1504	experimental	1024222.22	Accession = E1504; Aggregated Mass = 17444.840244517; Aggregated Retention Time = 60.4919583333333; Total Intensity = 1024222.22; Aggregated Component Count = 1; ; Lysine Count = 12; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract7_rep2_2-70-2-10; Scan Range: 442-444; Charge State m/z (+19): 919.05126; RT (min): 60.4919583333333; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract7_rep1_2-70-2-10; Scan Range: 441-443; Charge State m/z (+19): 918.99967; RT (min): 60.5235383333333	2168
17483.86_Da_E374	experimental	38052280.25	Accession = E374; Aggregated Mass = 17483.8556752673; Aggregated Retention Time = 60.0651162386617; Total Intensity = 38052280.25; Aggregated Component Count = 8; ; Lysine Count = 13; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 431-433; Charge State m/z (+17): 1029.35105; RT (min): 60.051675; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 431-433; Charge State m/z (+17): 1029.35105; RT (min): 60.051675	2169
17496.33_Da_E1514	experimental	3807568.4	Accession = E1514; Aggregated Mass = 17496.3312391085; Aggregated Retention Time = 68.9866263588581; Total Intensity = 3807568.4; Aggregated Component Count = 5; ; Lysine Count = 13; Abundant Component for Manual Validation of Identification: File: 10-30-15_S_fract8_rep2_2-70-2-10; Scan Range: 507-509; Charge State m/z (+16): 1094.40228; RT (min): 69.1307216666667; Abundant Component for Manual Validation of Identification Validation: File: 10-30-15_S_fract8_rep2_2-70-2-10; Scan Range: 506-508; Charge State m/z (+16): 1094.404; RT (min): 68.9973275	2170
17499.88_Da_E78	experimental	637353346.23	Accession = E78; Aggregated Mass = 17499.8771073945; Aggregated Retention Time = 59.7575272387961; Total Intensity = 637353346.23; Aggregated Component Count = 55; ; Lysine Count = 11; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 431-433; Charge State m/z (+18): 973.167440993371; RT (min): 60.051675; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 431-433; Charge State m/z (+18): 973.167440993371; RT (min): 60.051675	2171
17512.33_Da_E1442	experimental	2892258.84	Accession = E1442; Aggregated Mass = 17512.334072211; Aggregated Retention Time = 68.8474824515562; Total Intensity = 2892258.84; Aggregated Component Count = 4; ; Lysine Count = 12; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_9_rep1_2-70-2-10; Scan Range: 497-499; Charge State m/z (+15): 1168.36225; RT (min): 68.8468016666667; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_9_rep1_2-70-2-10; Scan Range: 497-499; Charge State m/z (+15): 1168.36225; RT (min): 68.8468016666667	2172
17516.89_Da_E80 P14832_2full162_1G_P13_1T Acetyl; Ox	experimental	413478291.78	Accession = E80; Aggregated Mass = 17516.8856302253; Aggregated Retention Time = 59.8453687636332; Total Intensity = 413478291.78; Aggregated Component Count = 22; ; Lysine Count = 12; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 429-431; Charge State m/z (+18): 974.0557927851; RT (min): 59.785815; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep1_2-70-2-10; Scan Range: 429-431; Charge State m/z (+18): 974.0557927851; RT (min): 59.785815	2173
17521.99_Da_E963 Q08971_2full146_1G_P5_1T Met Loss + Acetylation; Retained Met	experimental	12202584.57	Accession = E963; Aggregated Mass = 17521.9904624703; Aggregated Retention Time = 67.7755353529281; Total Intensity = 12202584.57; Aggregated Component Count = 5; ; Lysine Count = 15; Abundant Component for Manual Validation of Identification: File: 09-09-15_5-stress_rep1_2-70-2-10; Scan Range: 463-465; Charge State m/z (+14): 1252.43511; RT (min): 67.9192466666667; Abundant Component for Manual Validation of Identification Validation: File: 09-09-15_5-stress_rep1_2-70-2-10; Scan Range: 463-465; Charge State m/z (+14): 1252.43511; RT (min): 67.9192466666667	2174
17522.2_Da_E1397	experimental	2425255.71	Accession = E1397; Aggregated Mass = 17522.2013940469; Aggregated Retention Time = 70.5225445225661; Total Intensity = 2425255.71; Aggregated Component Count = 2; ; Lysine Count = 14; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract5_rep2_2-70-2-10; Scan Range: 516-518; Charge State m/z (+16): 1096.01976; RT (min): 70.4665575; Abundant Component for Manual Validation of Identification Validation: File: 11-01-15_NS_fract7_rep2_2-70-2-10; Scan Range: 545-547; Charge State m/z (+16): 1096.02071; RT (min): 74.3205575	2175
17531.88_Da_E279	experimental	107741965.59	Accession = E279; Aggregated Mass = 17531.8797468357; Aggregated Retention Time = 59.5442193142097; Total Intensity = 107741965.59; Aggregated Component Count = 11; ; Lysine Count = 11; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_8_rep2_2-70-2-10; Scan Range: 421-423; Charge State m/z (+18): 974.94521; RT (min): 59.5707391666667; Abundant Component for Manual Validation of Identification Validation: File: 08-14-15_no-stress_8_rep2_2-70-2-10; Scan Range: 421-423; Charge State m/z (+18): 974.94521; RT (min): 59.5707391666667	2176
17537.98_Da_E524 Q08971_2full146_1G_P6_1T Met Loss + Acetylation; Ox; Retained Met	experimental	32888013.64	Accession = E524; Aggregated Mass = 17537.9840698599; Aggregated Retention Time = 67.2946477667736; Total Intensity = 32888013.64; Aggregated Component Count = 7; ; Lysine Count = 15; Abundant Component for Manual Validation of Identification: File: 09-09-15_5-stress_rep1_2-70-2-10; Scan Range: 458-460; Charge State m/z (+17): 1032.53563; RT (min): 67.2522633333333; Abundant Component for Manual Validation of Identification Validation: File: 09-09-15_5-stress_rep1_2-70-2-10; Scan Range: 458-460; Charge State m/z (+17): 1032.53563; RT (min): 67.2522633333333	2177
17558.69_Da_E945	experimental	8390011.13	Accession = E945; Aggregated Mass = 17558.6915145195; Aggregated Retention Time = 70.5821632020587; Total Intensity = 8390011.13; Aggregated Component Count = 4; ; Lysine Count = 10; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract6_rep1_2-70-2-10; Scan Range: 521-523; Charge State m/z (+14): 1255.12798; RT (min): 71.1604091666667; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract6_rep1_2-70-2-10; Scan Range: 521-523; Charge State m/z (+14): 1255.12798; RT (min): 71.1604091666667	2178
17581.08_Da_E713	experimental	11572883.63	Accession = E713; Aggregated Mass = 17581.0823884063; Aggregated Retention Time = 59.5185311035368; Total Intensity = 11572883.63; Aggregated Component Count = 2; ; Lysine Count = 11; Abundant Component for Manual Validation of Identification: File: 10-28-15_S_fract6_rep2_2-70-2-10; Scan Range: 433-435; Charge State m/z (+20): 880.01108; RT (min): 59.4642941666667; Abundant Component for Manual Validation of Identification Validation: File: 10-28-15_S_fract6_rep2_2-70-2-10; Scan Range: 433-435; Charge State m/z (+20): 880.01108; RT (min): 59.4642941666667	2179
17638.22_Da_E1814	experimental	345508.2	Accession = E1814; Aggregated Mass = 17638.2173401687; Aggregated Retention Time = 46.4776233333333; Total Intensity = 345508.2; Aggregated Component Count = 1; ; Lysine Count = 25; Abundant Component for Manual Validation of Identification: File: 10-30-15_S_fract9_rep2_2-70-2-10; Scan Range: 338-340; Charge State m/z (+27): 654.1261; RT (min): 46.4776233333333; Abundant Component for Manual Validation of Identification Validation: File: 10-30-15_S_fract9_rep2_2-70-2-10; Scan Range: 338-340; Charge State m/z (+25): 706.57179; RT (min): 46.4776233333333	2180
17696.26_Da_E1888	experimental	254055.38	Accession = E1888; Aggregated Mass = 17696.2567503797; Aggregated Retention Time = 46.7535658333333; Total Intensity = 254055.38; Aggregated Component Count = 1; ; Lysine Count = 25; Abundant Component for Manual Validation of Identification: File: 08-14-15_no-stress_9_rep2_2-70-2-10; Scan Range: 336-338; Charge State m/z (+28): 632.87326; RT (min): 46.7535658333333; Abundant Component for Manual Validation of Identification Validation: File: 11-02-15_NS_fract9_rep1_2-70-2-10; Scan Range: 345-347; Charge State m/z (+27): 656.348210702588; RT (min): 47.10571	2181
17763.48_Da_E1559	experimental	1615196.63	Accession = E1559; Aggregated Mass = 17763.4841133637; Aggregated Retention Time = 69.0347726187113; Total Intensity = 1615196.63; Aggregated Component Count = 3; ; Lysine Count = 12; Abundant Component for Manual Validation of Identification: File: 10-30-15_S_fract8_rep1_2-70-2-10; Scan Range: 508-510; Charge State m/z (+17): 1045.801; RT (min): 69.1255116666667; Abundant Component for Manual Validation of Identification Validation: File: 10-30-15_S_fract8_rep1_2-70-2-10; Scan Range: 508-510; Charge State m/z (+17): 1045.801; RT (min): 69.1255116666667	2182
17765.28_Da_E1576	experimental	816812.66	Accession = E1576; Aggregated Mass = 17765.2825500127; Aggregated Retention Time = 47.0512275; Total Intensity = 816812.66; Aggregated Component Count = 1; ; Lysine Count = 2; Abundant Component for Manual Validation of Identification: File: 11-02-15_S_fract11_rep2_2-70-2-10-50; Scan Range: 348-350; Charge State m/z (+27): 658.9807; RT (min): 47.0512275; Abundant Component for Manual Validation of Identification Validation: File: 10-30-15_S_fract9_rep1_2-70-2-10; Scan Range: 339-341; Charge State m/z (+25): 711.65961; RT (min): 46.5337741666667	2183
17807.36_Da_E1632	experimental	666414.55	Accession = E1632; Aggregated Mass = 17807.363302783; Aggregated Retention Time = 46.5337741666667; Total Intensity = 666414.55; Aggregated Component Count = 1; ; Lysine Count = 25; Abundant Component for Manual Validation of Identification: File: 10-30-15_S_fract9_rep1_2-70-2-10; Scan Range: 339-341; Charge State m/z (+29): 614.91604; RT (min): 46.5337741666667; Abundant Component for Manual Validation of Identification Validation: File: 10-30-15_S_fract9_rep2_2-70-2-10; Scan Range: 341-343; Charge State m/z (+28): 637.016526452571; RT (min): 46.8774066666667	2184
17839.3_Da_E950	experimental	3920134.04	Accession = E950; Aggregated Mass = 17839.2974119227; Aggregated Retention Time = 47.5312008333333; Total Intensity = 3920134.04; Aggregated Component Count = 1; ; Lysine Count = 3; Abundant Component for Manual Validation of Identification: File: 11-02-15_NS_fract9_rep2_2-70-2-10; Scan Range: 348-350; Charge State m/z (+25): 714.57917; RT (min): 47.5312008333333; Abundant Component for Manual Validation of Identification Validation: File: 10-30-15_S_fract9_rep1_2-70-2-10; Scan Range: 341-343; Charge State m/z (+25): 714.58054; RT (min): 46.8001983333333	2185
17878.85_Da_E1208	experimental	2209664.78	Accession = E1208; Aggregated Mass = 17878.853797247; Aggregated Retention Time = 47.9992733333333; Total Intensity = 2209664.78; Aggregated Component Count = 1; ; Lysine Count = 22; Abundant Component for Manual Validation of Identification: File: 10-30-15_S_fract9_rep1_2-70-2-10; Scan Range: 350-352; Charge State m/z (+24): 745.83423; RT (min): 47.9992733333333; Abundant Component for Manual Validation of Identification Validation: File: 10-30-15_S_fract9_rep1_2-70-2-10; Scan Range: 351-353; Charge State m/z (+25): 716.12555; RT (min): 48.1323883333333	2186
17906.97_Da_E1063	experimental	3004477.78	Accession = E1063; Aggregated Mass = 17906.9692116384; Aggregated Retention Time = 48.3427841666667; Total Intensity = 3004477.78; Aggregated Component Count = 1; ; Lysine Count = 20; Abundant Component for Manual Validation of Identification: File: 10-30-15_S_fract9_rep2_2-70-2-10; Scan Range: 352-354; Charge State m/z (+24): 747.00569; RT (min): 48.3427841666667; Abundant Component for Manual Validation of Identification Validation: File: 10-30-15_S_fract9_rep1_2-70-2-10; Scan Range: 351-353; Charge State m/z (+25): 717.16576; RT (min): 48.1323883333333	2187
17922.88_Da_E1078	experimental	2891127.91	Accession = E1078; Aggregated Mass = 17922.8810458768; Aggregated Retention Time = 58.3228975; Total Intensity = 2891127.91; Aggregated Component Count = 1; ; Lysine Count = 19; Abundant Component for Manual Validation of Identification: File: 11-02-15_NS_fract9_rep2_2-70-2-10; Scan Range: 429-431; Charge State m/z (+20): 897.00098; RT (min): 58.3228975; Abundant Component for Manual Validation of Identification Validation: File: 11-02-15_NS_fract9_rep1_2-70-2-10; Scan Range: 430-432; Charge State m/z (+21): 854.33758; RT (min): 58.4295825	2188
17923_Da_E54 P0CX47_2full156_2G_P3_1T Acetyl	experimental	1494629160.21	Accession = E54; Aggregated Mass = 17923.0019529318; Aggregated Retention Time = 48.4131675843514; Total Intensity = 1494629160.21; Aggregated Component Count = 64; ; Lysine Count = 20; Abundant Component for Manual Validation of Identification: File: 10-30-15_S_fract9_rep1_2-70-2-10; Scan Range: 351-353; Charge State m/z (+24): 747.673796454656; RT (min): 48.1323883333333; Abundant Component for Manual Validation of Identification Validation: File: 10-30-15_S_fract9_rep1_2-70-2-10; Scan Range: 351-353; Charge State m/z (+24): 747.673796454656; RT (min): 48.1323883333333	2189
